3862,374,42913,4309,6335,10931,29.2,2.5,6048,12.4,10.8,175,16,62.5,5815,297,20,58496,1,9,3667,2081,1,
3864,348,41119,4085,6323,10443,30.0,2.5,6192,13.1,11.1,162,16,64.5,5704,297,20,56774,1,9,3601,2028,1,
793,123,15750,1012,72,3564,29.0,3.4,169,1.1,0.4,98,19,36.4,1159,4,3,18047,3,12,629,498,1,
796,123,15882,1024,72,3609,29.3,3.4,169,1.1,0.4,98,19,36.8,1189,4,3,18195,3,11,635,523,1,
3034,201,20379,2192,1685,5276,26.2,2.4,5940,22.6,4.9,95,20,55.5,1640,50,21,34479,0,4,1243,316,1,
1669,87,8982,555,196,1873,21.5,3.4,2120,19.1,1.3,57,6,32.9,2460,8,4,14678,0,4,2165,272,1,
1776,172,18395,777,1256,3542,20.6,4.5,1064,5.5,5.7,109,14,32.5,2265,81,11,21984,0,9,1717,518,1,
802,101,9418,673,0,2117,21.0,3.1,921,8.9,0.0,79,11,26.8,1244,0,0,14513,0,27,796,416,1,
2339,144,12592,961,460,2513,17.5,2.5,1882,13.0,2.3,81,7,31.0,1601,26,11,19620,4,18,601,947,0,
804,101,9416,673,0,2117,21.0,3.1,921,8.9,0.0,79,11,26.8,1244,0,0,14511,0,27,796,416,1,
1829,603,50318,3933,2933,10524,17.5,2.7,6506,11.4,4.2,466,92,22.6,4716,134,51,70102,89,55,2480,2072,1,
1830,603,50318,3933,2933,10524,17.5,2.7,6506,11.4,4.2,466,92,22.6,4716,134,51,70102,89,55,2480,2072,1,
1831,603,50318,3933,2933,10524,17.5,2.7,6506,11.4,4.2,466,92,22.6,4716,134,51,70102,89,55,2480,2072,1,
1833,206,20220,1469,712,3860,18.7,2.6,3396,14.4,2.2,147,19,26.3,2354,30,16,31714,2,0,1769,443,1,
1834,206,20220,1469,712,3860,18.7,2.6,3396,14.4,2.2,147,19,26.3,2354,30,16,31714,2,0,1769,443,0,
2347,69,6833,523,173,1507,21.8,2.9,4333,38.8,1.2,66,8,22.8,1467,8,6,13851,0,7,742,709,1,
2348,70,6878,528,173,1517,21.7,2.9,4342,38.7,1.2,67,8,22.6,1470,8,6,13922,0,7,741,713,1,
4146,70,3339,360,0,631,9.0,1.7,368,9.9,0.0,65,18,9.7,189,0,0,5077,0,0,74,114,0,
2840,1260,64609,7662,30527,19277,15.3,2.5,4698,6.8,35.5,142,16,135.8,11411,2424,27,86075,4,163,8387,2831,1,
1839,197,10549,924,641,2109,10.7,2.3,1047,9.0,4.3,176,38,12.0,1252,17,8,14925,0,27,818,391,1,
1840,197,10457,919,641,2091,10.6,2.3,1043,9.1,4.3,176,38,11.9,1236,17,8,14817,0,25,810,385,1,
1067,206,18809,1345,174,4742,23.0,3.5,3151,14.3,0.6,149,24,31.8,2754,10,6,28462,3,24,2034,666,0,
1330,187,13114,769,419,2597,13.9,3.3,2642,16.8,2.2,83,7,31.3,1714,19,11,18926,0,8,914,773,0,
2090,356,17372,1546,809,3530,9.9,2.3,8104,31.8,1.9,219,18,16.1,1791,47,7,41727,1,19,1345,358,1,
1845,109,10800,634,1142,1744,16.0,2.7,2371,18.0,6.0,80,13,21.8,1019,39,16,19143,4,35,530,406,0,
1846,115,11643,677,914,1901,16.5,2.7,2590,18.2,4.4,84,13,22.6,1120,41,17,20625,4,34,621,408,0,
1847,109,10801,634,1142,1744,16.0,2.7,2365,18.0,6.0,80,13,21.8,1018,39,16,19139,4,38,526,406,0,
2873,1135,77818,7583,6058,19846,17.5,2.6,8464,9.8,5.2,747,79,26.6,11884,287,111,117258,10,43,9197,2610,0,
1338,251,18012,1243,1161,4363,17.4,3.5,736,3.9,4.3,153,25,28.5,3202,67,30,26967,70,31,2006,940,1,
2346,70,6890,529,173,1519,21.7,2.9,4342,38.7,1.2,67,8,22.7,1474,8,6,13936,0,7,745,713,1,
2876,1120,81199,7718,5939,20999,18.7,2.7,10002,11.0,4.8,717,75,29.3,12532,300,104,123487,10,42,9797,2657,0,
2878,1079,75377,7303,5875,19348,17.9,2.6,8302,9.9,5.2,708,70,27.3,11777,263,102,113792,10,42,9195,2507,0,
309,190,21372,1325,686,3688,19.4,2.7,9449,30.7,1.5,134,22,27.5,6131,22,16,45870,1,1,2552,3562,0,
321,313,31000,1729,1652,5598,17.9,3.2,3774,10.9,3.6,204,22,27.4,2861,74,36,45999,2,8,1579,1221,1,
837,339,33196,2282,2006,7133,21.0,3.0,2478,6.9,4.6,239,50,29.8,2867,205,31,43445,2,125,1749,969,1,
1505,148,8287,612,165,1495,10.1,2.3,1136,12.1,1.1,115,14,13.0,944,10,7,14446,1,51,499,375,1,
3400,236,10113,975,36,1656,7.0,1.6,460,4.4,0.2,210,38,7.9,867,2,2,17467,1,6,469,333,1,
2380,76,7309,591,191,1528,20.1,2.6,1571,17.7,1.6,57,14,26.8,1181,12,5,12094,0,1,539,638,1,
2893,370,24653,1883,3311,4725,12.8,2.5,1862,7.0,9.6,257,51,18.4,2458,191,60,34608,2,12,1675,767,0,
2894,347,22777,1700,3528,4379,12.6,2.5,1697,6.9,11.0,231,48,19.0,2274,197,59,32028,2,5,1568,697,1,
2895,231,16327,1285,401,3023,13.1,2.2,903,5.2,1.8,157,21,19.3,1170,32,13,22092,4,5,956,194,1,
1360,241,14368,977,564,2579,10.7,2.5,179,1.2,3.0,169,11,15.3,610,37,33,18814,1,0,445,163,1,
2091,356,17348,1547,809,3523,9.9,2.3,8057,31.7,1.9,219,18,16.1,1761,47,7,41645,1,19,1319,354,1,
2900,219,15264,1217,439,2852,13.0,2.2,830,5.2,2.1,143,17,19.9,1157,36,14,20622,4,6,911,223,1,
2023,66,4278,338,691,768,11.6,2.3,2689,38.6,6.2,60,12,12.8,666,29,13,11061,3,5,542,116,1,
